B_CELL_DONE,num,8,,Physical Crossmatch Done//Which B-cell crossmatch
B_CELL_DONE_XMAT_AHG,num,8,,Physical Crossmatch Done//Which B-cell crossmatch
B_CELL_DONE_XMAT_FLOW_CYTOMETRY,num,8,,Physical Crossmatch Done//Which B-cell crossmatch
B_CELL_DONE_XMAT_NO_AHG,num,8,,Physical Crossmatch Done//Which B-cell crossmatch
B_CELL_DONE_XMAT_SOLID_PHASE,num,8,,Physical Crossmatch Done//Which B-cell crossmatch
DON_A1,num,8,ALOCUS,Donor/s re-typed HLA - A (1) antigen
DON_A2,num,8,ALOCUS,Donor/s re-typed HLA - A (2) antigen
DON_B1,num,8,BLOCUS,Donor/s re-typed HLA - B (1) antigen
DON_B2,num,8,BLOCUS,Donor/s re-typed HLA - B (2) antigen
DON_BW4,num,8,WKGRPHLA,Donor/s re-typed HLA - Bw4 locus
DON_BW6,num,8,WKGRPHLA,Donor/s re-typed HLA - Bw6 locus
DON_CW1,num,8,CWHLA,Donor/s re-typed HLA - Cw (1) locus
DON_CW2,num,8,CWHLA,Donor/s re-typed HLA - Cw (2) locus
DON_DPW1,num,8,DPHLA,Donor/s re-typed HLA - DPw (1) locus
DON_DPW2,num,8,DPHLA,Donor/s re-typed HLA - DPw (2) locus
DON_DQW1,num,8,DQHLA,Donor/s re-typed HLA - DQ (1) locus
DON_DQW2,num,8,DQHLA,Donor/s re-typed HLA - DQ (2) locus
DON_DR1,num,8,DRLOCUS,Donor/s re-typed HLA - DR (1) antigen
DON_DR2,num,8,DRLOCUS,Donor/s re-typed HLA - DR (2) antigen
DON_DRW51,num,8,WKGRPHLA,Donor/s re-typed HLA - DR51 locus
DON_DRW52,num,8,WKGRPHLA,Donor/s re-typed HLA - DR52 locus
DON_DRW53,num,8,WKGRPHLA,Donor/s re-typed HLA - DR53 locus
DON_RETYP_CELL_SOURCE_I,num,8,TGTCLSRM,Target Cell Source Class I:
DON_RETYP_CELL_SOURCE_II,num,8,TGTCLSRM,Target Cell Source Class II:
DON_RETYP_DT_I,num,8,MMDDYY,Date Typing Completed Class I:
DON_RETYP_DT_II,num,8,MMDDYY,Date Typing Completed Class II:
DON_RETYP_I,char,1,,Donor Retyped Class I:
DON_RETYP_II,char,1,,Donor Retyped Class II:
DON_RETYP_METH_I,num,8,HLATYMTM,Typing Method Class I:
DON_RETYP_METH_II,num,8,HLATYMTM,"Serology, DNA, Other"
H_CELL_DONE,num,8,,Physical Crossmatch Done//Which historical crossma
H_CELL_DONE_XMAT_AHG,num,8,,Physical Crossmatch Done//Which historical crossma
H_CELL_DONE_XMAT_FLOW_CYTOMETRY,num,8,,Physical Crossmatch Done//Which historical crossma
H_CELL_DONE_XMAT_NO_AHG,num,8,,Physical Crossmatch Done//Which historical crossma
H_CELL_DONE_XMAT_SOLID_PHASE,num,8,,Physical Crossmatch Done//Which historical crossma
REC_A1,num,8,ALOCUS,Recipient/s HLA - A (1) antigen
REC_A2,num,8,ALOCUS,Recipient/s HLA - A (2) antigen
REC_B1,num,8,BLOCUS,Recipient/s HLA - B (1) antigen
REC_B2,num,8,BLOCUS,Recipient/s HLA - B (2) antigen
REC_BW4,num,8,WKGRPHLA,Recipient/s HLA - Bw4 locus
REC_BW6,num,8,WKGRPHLA,Recipient/s HLA - Bw6 locus
REC_CPRA,num,8,,HLA Antibody Screening Done/CPRA (%) - Most Recent
REC_CPRA_PEAK,num,8,,HLA Antibody Screening Done/CPRA (%) - Peak
REC_CPRA_PEAK_STAT,char,1,$FLDSTCD,HLA Antibody Screening Done/CPRA (%) - Peak/Status
REC_CPRA_STAT,char,1,$FLDSTCD,HLA Antibody Screening Done/CPRA (%) - Most Recent/Status
REC_CW1,num,8,CWHLA,Recipient/s HLA - Cw (1) locus
REC_CW2,num,8,CWHLA,Recipient/s HLA - Cw (2) locus
REC_DON_RETYP,char,1,,Donor Retyped at Your Center
REC_DPW1,num,8,DPHLA,Recipient/s HLA - DPw (1) locus
REC_DPW2,num,8,DPHLA,Recipient/s HLA - DPw (2) locus
REC_DQW1,num,8,DQHLA,Recipient/s HLA - DQ (1) locus
REC_DQW2,num,8,DQHLA,Recipient/s HLA - DQ (2) locus
REC_DR1,num,8,DRLOCUS,Recipient/s HLA - DR (1) antigen
REC_DR2,num,8,DRLOCUS,Recipient/s HLA - DR (2) antigen
REC_DRW51,num,8,WKGRPHLA,Recipient/s HLA - DR51 locus
REC_DRW52,num,8,WKGRPHLA,Recipient/s HLA - DR52 locus
REC_DRW53,num,8,WKGRPHLA,Recipient/s HLA - DR53 locus
REC_HISTO_TX_ID,num,8,,Unique identifier for Transplant - foreign key to rec_histo
REC_HLA_DT_I,num,8,MMDDYY,Date Typing Completed Class I:
REC_HLA_DT_II,num,8,MMDDYY,Date Typing Completed Class II:
REC_HLA_INTERPRET_I,num,8,HLANTRPA,Anti-HLA Interpretation - Most Recent Class I:
REC_HLA_INTERPRET_II,num,8,HLANTRPB,Anti-HLA Interpretation - Most Recent Class II:
REC_HLA_INTERPRET_PEAK_I,num,8,HLANTRPA,Anti-HLA Interpretation - Peak Serum Class I:
REC_HLA_INTERPRET_PEAK_II,num,8,HLANTRPB,Anti-HLA Interpretation - Peak Serum Class II:
REC_HLA_TYP_DONE,char,1,,HLA typing Done
REC_LAB_CTR_CD,char,4,,Lab Center Code
REC_LAB_CTR_CD_ORIG,char,4,,Original Lab Center
REC_LAB_CTR_TY,char,3,,Lab Center Type
REC_LAB_CTR_TY_ORIG,char,3,,Original Lab Center
REC_ORIG_PROV,char,10,,Original Provider Number
REC_POS_AUTO_XMATCH,char,1,$YNUNKNT,Has autocrossmatch ever been positive:
REC_POS_AUTO_XMATCH_DT,num,8,MMDDYY,AutoXM Date - Positive AutoXM:
REC_PRA_DT_MOST_RECENT_I,num,8,MMDDYY,Serum Date - Most Recent Class I:
REC_PRA_DT_MOST_RECENT_II,num,8,MMDDYY,Serum Date - Most Recent Class II:
REC_PRA_DT_PEAK_I,num,8,MMDDYY,Serum Date - Peak Serum Class I:
REC_PRA_DT_PEAK_II,num,8,MMDDYY,Serum Date - Peak Serum Class II:
REC_PRA_MEASURE_MOST_RECENT_I,num,8,PRAMESUR,Technique Measures - Most Recent Class I:
REC_PRA_MEASURE_MOST_RECENT_II,num,8,PRAMESUR,Technique Measures - Most Recent Class II:
REC_PRA_MEASURE_PEAK_I,num,8,PRAMESUR,Measures - Peak Serum Class I:
REC_PRA_MEASURE_PEAK_II,num,8,PRAMESUR,Measures - Peak Serum Class II:
REC_PRA_MOST_RECENT,num,8,,Most Recent Serum PRA (%)
REC_PRA_MOST_RECENT_I,num,8,,PRA (%) - Most Recent Class I:
REC_PRA_MOST_RECENT_II,num,8,,PRA (%) - Most Recent Class II:
REC_PRA_PEAK,num,8,,Peak Serum PRA (%)
REC_PRA_PEAK_I,num,8,,PRA (%) - Peak Serum Class I:
REC_PRA_PEAK_II,num,8,,PRA (%) - Peak Serum Class II:
REC_PRA_TARGET_MOST_RECENT_I,num,8,PRATGT,Target- Most Recent Class I:
REC_PRA_TARGET_MOST_RECENT_II,num,8,PRATGT,Target - Most Recent Class II:
REC_PRA_TARGET_PEAK_I,num,8,PRATGT,Target - Peak Serum Class I:
REC_PRA_TARGET_PEAK_II,num,8,PRATGT,Target - Peak Serum Class II:
REC_PRA_TECH_MOST_RECENT_I,num,8,PRATECH,Technique - Most Recent Class I:
REC_PRA_TECH_MOST_RECENT_II,num,8,PRATECH,Technique - Most Recent Class II:
REC_PRA_TECH_PEAK_I,num,8,PRATECH,Technique - Peak Serum Class I:
REC_PRA_TECH_PEAK_II,num,8,PRATECH,Technique - Peak Serum Class II:
REC_PRA_TEST_DONE,char,1,,PRA testing Done
REC_SERA_TESTED_I,char,1,,Were any sera tested pre-transplant that contain anti-HLA Class I antibody:
REC_SERA_TESTED_II,char,1,,Were any sera tested pre-transplant that contain anti-HLA Class II antibody:
REC_SERUM_SCREEN,char,1,,Was serum screened for anti-HLA Class II antibody:
REC_TX_DT,num,8,MMDDYY,Transplant Date
REC_TYP_METH_I,num,8,HLATYMTM,Typing Method Class I
REC_TYP_METH_II,num,8,HLATYMTM,Typing Method Class II
REC_XMATCH_DONE,char,1,,Crossmatch Done
REC_XMATCH_DONE_PERIOD,char,1,,"If yes, was the crossmatch prospective to transplant:"
REC_XMATCH_OTHER_SERA,char,1,,Pos. Xmatch w/any other Sera by any other Method
REC_XMATCH_SERUM_DT_MOST_RECENT,num,8,MMDDYY,Date of crossmatch serum:
